ajoneuvoluokka,ensirekisterointipvm,ajoneuvoryhma,ajoneuvonkaytto,variantti,versio,kayttoonottopvm,vari,ovienLukumaara,korityyppi,ohjaamotyyppi,istumapaikkojenLkm,omamassa,teknSuurSallKokmassa,tieliikSuurSallKokmassa,ajonKokPituus,ajonLeveys,ajonKorkeus,kayttovoima,iskutilavuus,suurinNettoteho,sylintereidenLkm,ahdin,sahkohybridi,merkkiSelvakielinen,mallimerkinta,vaihteisto,vaihteidenLkm,kaupallinenNimi,voimanvalJaTehostamistapa,tyyppihyvaksyntanro,yksittaisKayttovoima,kunta,Co2,matkamittarilukema,alue,valmistenumero2,jarnro
M1,2007-07-18,,01,M111,5121A,20070718,8,,AF,,5,1542,2050,2050,4350,1800,1700,01,1970,104,4,,,Kia,5D SPORTAGE SUV 2.0-JE5522/263,,,SPORTAGE,05,e4*01/116*0089*03,01,092,190,85431,012,KNEJE55226,622
N1,1988-10-14,,05,,,19880000,2,,,,3,1470,2550,2550,4450,1720,,02,2440,55,4,,,Toyota,HIACE LH51LV-QRBW-VAN/2300,,,HIACE,05,,02,005,,,627,,623
M1,2002-12-20,,01,,,19971106,0,,,1,4,1425,1850,1850,4570,1720,,01,2290,142,,true,,Mercedes-Benz,COUPE CLK 230 KOMPRESSOR-208347/269,,,,05,,01,624,,263874,492,WDB2083471,624
M1,2006-05-02,,01,BR1B,BR1B0A,20060502,6,,AB,,5,1265,1680,1680,3970,1720,1500,01,1590,82,4,,,Renault,4D CLIO HATCHBACK 1.6 16V AUTOMATIC-BR1B0A/258,,,CLIO,05,e2*01/116*0327*09,01,092,179,117809,013,VF1BR1B0A3,625
L1,1996-03-27,109,01,,,19960327,,,,,1,120,,,,700,,01,49,,,,,Tunturi,START AUTOMAT-PUCH VS50KA/49,,,,01,,01,077,,,414,,626
O1,1986-05-02,1,01,,,19860000,,,,,,130,560,560,,1610,,,,,,,,Ylö,HESSU 560/2100-2350,,,,,,,595,,,725,,627
M1,1985-11-29,,05,,,19850000,2,,,1,5,870,1285,1245,,1620,,01,1480,,4,,,Datsun-Nissan,2D CHERRY HATCHBACK-57ZRHLN12HFQ/2410,,,CHERRY,05,,01,598,,,686,JN10RHN12U,628
L3,1980-08-18,108,01,,,19800000,,,,,1,130,,,,800,,01,124,12,2,,,Yamaha,RD 125 DX-1E7/124,,,,03,,01,857,,,712,,629
MUU,,108,01,,,19860000,,,,,1,110,,,,660,,01,123,,,,,Suzuki,RG125-NF12A/123,,,,04,,01,200,,,,,630
T,1997-09-05,75,01,,,19970905,,,,,1,4460,8000,8000,4750,,2820,02,6600,75,6,,,Valmet,6900-4-4X4/256,,,,02,,02,781,,,172,,631
M1,1998-10-30,,01,,,19981030,2,,,1,5,1045,1395,1395,4010,1620,,01,1490,52,,,,Lada-Vaz,4D SAMARA HATCHBACK 1.5I-210930/246,,,,05,,01,895,,82525,235,XTA210930W,632
O2,1999-05-26,13,01,,,19990526,,,,,,1230,1400,1400,7430,2300,,,,,,,,Dethleffs,BEDUIN 540V,,,,08,,,691,,,859,,633
M1,2007-08-03,,01,1,1,20070803,9,,AF,,5,1569,2050,2050,4520,1820,1680,01,1990,110,4,,,Honda,5D CR-V 2.0I MPV-RE57-4X4/263,,,CR-V,05,e11*01/116*0301*00,01,403,192,342905,626,SHSRE57507,634
O1,2005-09-08,1,01,,,20050908,8,,,,,200,750,750,4180,1670,,,,,,,,Farmi Pro,27L/281,,,27L,,,,106,,,058,,635
M1,1992-09-01,,05,,,19920901,8,,,1,5,1060,1570,1570,4180,1670,,01,1590,66,4,,,Nissan,5D SUNNY STW 1.6SLX-TDAY10/240,,,SUNNY,05,,01,249,,,427,JN1TDAY10U,636
N1,1998-09-22,,01,,,19980922,8,,,,3,1530,2335,2335,4440,1810,1930,02,1900,68,4,true,,Peugeot,EXPERT-225DA2-FOURGON/282,,,EXPERT,05,,02,748,,353400,924,,637
MUU,1982-05-10,13,,,,19820000,,,,,,160,,550,,1560,,,,,,,,,PV550/2050,,,,,,,564,,,909,,638
M1,1990-01-26,,01,,,19900126,0,,,1,5,1080,1480,1455,,1670,,01,1720,,4,true,,Volvo,4D HATCHBACK 440 TURBO-K-193E/2500,,,440,05,,01,698,,149349,969,XLBKX193EL,639
M1,2000-07-10,,01,,5900242101,20000710,2,,AA,,5,1180,1690,1690,4430,1700,1450,01,1490,66,4,,,Nissan,4D ALMERA SEDAN 1.5-CAAN16/254,,,ALMERA,05,,01,143,160,239943,395,JN1CAAN16U,640
M1,2003-02-07,,01,,,19950511,9,,,1,5,1125,1505,1545,4230,1670,,01,1590,66,,,,Nissan,4D SUNNY 1.6SLX-BEAN14/243,,,,05,,01,905,,207679,664,JN1BEAN14U,641
M1,2005-04-06,,01,ABFBF1,FAVJG0R8E600GGO,20050406,0,,AC,,5,1565,2040,2040,4590,1770,1420,01,1780,120,4,true,,Audi,5D A4 AVANT 1.8T AUTOMATIC-8E/266,,,A4,05,e1*01/116*0151*11,01,734,199,162395,255,WAUZZZ8EX5,642
M1,2001-03-15,,01,,5900242101,20010315,5,,AA,,5,1180,1690,1690,4430,1700,1450,01,1490,66,4,,,Nissan,4D ALMERA SEDAN 1.5-CAAN16/254,,,ALMERA,05,,01,322,160,250629,258,JN1CAAN16U,643
M1,2003-03-20,,01,LAWXF1,FM52FCR8E50O,20030320,2,,AA,,5,1470,1945,1945,4550,1770,1410,02,1890,96,4,true,,Audi,4D A4 SEDAN 1.9TDI-8E/266,,,A4,05,e1*98/14*0151*05,02,426,151,343443,834,WAUZZZ8E33,644
M1,2000-08-11,,01,,,19990608,5,,,1,5,1023,1400,1400,3710,1650,,01,1590,55,,,,Volkswagen,2D POLO 1.6-6N/240,,,,05,,01,169,,201180,316,WVWZZZ6NZW,645
M1,2008-03-11,,01,A5P21,M51AZ1,20080311,Y,,AA,,5,1133,1580,1580,4280,1700,1470,01,1590,82,4,,,Hyundai,4D ACCENT SEDAN 1.6-C-41CP/250,,,ACCENT,05,e4*01/116*0110*00,01,680,152,91923,212,NLHCN41CP7,646
M1,2001-03-22,21,01,,,19780000,2,2,,4,2,1010,,1289,4020,1530,,01,1800,70,4,false,false,MG,MGB SPORTS ROADSTER-GHN-5/231,,,,05,,01,398,,88780,151,,647
L3,2006-07-04,109,01,,,19770701,,,,,1,270,492,,,970,,01,1186,73.6,,true,false,Harley-Davidson,,,,,02,,01,564,,,908,,648
M1,2000-01-03,29,01,,,20000103,0,4,,1,9,2100,2800,2800,,1840,,02,2460,75,,true,false,Volkswagen,4D CARSPORT GLE-MAXI-C-9-2.5TDI-Z15-7DB-3/332,,,,05,,02,436,,0,919,WV2ZZZ70ZY,649
N1,2006-05-05,,01,,,20060505,6,,,,3,1932,2800,2800,5290,1900,1950,02,2460,96,5,true,,Volkswagen,TRANSPORTER 2.5TDI-7HK-KASTEN-LN/340,,,TRANSPORTER,05,,02,081,,362817,196,,650
L1,,109,01,,,00000000,,,,,1,60,,,,680,,01,50,,1,,,Suzuki,SOLIFER-PV50/50,,,,01,,01,508,,,358,,651
O1,1984-08-22,1,01,,,19840000,,,,,,150,450,450,3150,1630,,,,,,,,Juhta,450/2090,,,,,,,286,,,452,,652
M1,1985-05-23,,01,,,19850000,6,,,1,5,880,1385,1255,,1640,,01,1290,,4,,,Toyota,4D COROLLA DX-EE80L-EEKDSW/2430,,,COROLLA,05,,01,609,,,283,JT1E0EE800,653
N1G,2002-04-11,,01,,,20020411,6,,,,2,1830,2860,2860,5180,1830,,02,2480,98,4,true,,Nissan,KING CAB 2.5DI-BPUD22-PICKUP-4X4/295,,,KING CAB,05,,02,086,,257587,121,,654
L3,2005-07-07,109,01,,,19930504,,,,,1,270,456,,,730,,01,998,99,,,,Honda,CBR1000F-SC24/998,,,,02,,01,704,,,213,,655
O1,2006-03-16,13,01,,,20060316,,,,,,180,750,750,4750,1790,,,,,,,,OMV,PV-750,,,,,,,398,,,158,,656
M1,2006-04-06,,01,BGEH,BGEHBE,20060406,0,,AB,,5,1345,1900,1900,4600,1770,1430,01,1590,82,4,,,Renault,4D LAGUNA HATCHBACK 1.6 16V-BGEHBE/275,,,LAGUNA,05,e2*98/14*0206*36,01,300,177,117573,631,VF1BGEHBE3,657
O1,1997-01-30,1,01,,,19970130,,,,,,250,750,750,3880,1650,,,,,,,,Aku,75 TL/234+65,,,,,,,287,,,641,,658
N1,1991-06-17,,01,,,19910617,5,,,,3,1580,2590,2590,4660,1840,,02,2370,57,5,,,Volkswagen,TRANSPORTER 2.4D-70X0B-1.0T-KOMBI/292,,,TRANSPORTER,05,,02,272,,,671,,659
O1,1991-07-17,1,01,,,19910717,,,,,,140,750,750,3850,1770,,,,,,,,Teräskärry,RETKEILIJÄ K/2440,,,,,,,140,,,741,,660
M1,1999-12-14,,01,,52492023BW,19991214,5,,AB,,5,1194,1675,1675,4110,1710,1430,01,1590,74,4,,,Opel,4D ASTRA HATCHBACK 1.6-TGF48/261,,,ASTRA-G-CC,05,,01,049,180,302648,026,W0L0TGF48Y,661
MUU,2003-04-15,13,01,,,19900000,,,,,,210,750,750,5950,2050,,,,,,,,PVK SLÄP,,,,,08,,,853,,,203,,662
M1,1999-04-22,,01,AT220(ES),AT220L-AEMNKW(30),19990422,2,,AA,,5,1270,1730,1730,4490,1710,1430,01,1580,81,4,,,Toyota,4D AVENSIS 1.6-AT220L-AEMNKW/263,,,AVENSIS,05,e11*96/79*0077*00,01,934,185,309159,628,SB153ABN00,663
MUU,1976-04-12,509,01,,,19760000,,,,,1,3470,10000,,,,,02,4180,,4,,,Valmet,702/2240,,,,02,,02,749,,,709,,664
MUU,1991-06-14,509,01,,,19910614,,,,,1,3440,5000,,,,,02,3610,,4,,,Fiat,65-90DT-4X4/2330,,,,02,,02,564,,,912,,665
O2,1993-09-30,13,01,,,19930930,,,,,,1060,1300,1270,7000,2200,,,,,,,,Hobby,545 TL PRESTIGE-12H036/407,,,,08,,,444,,,081,,666
N1,2001-04-23,,01,,,20010423,2,,,,2,1540,2415,2415,5100,1690,1600,02,2440,55,4,,,Toyota,HILUX 2.4D-LN150L-CRMDSW-PICKUP/309,,,HILUX,05,,02,078,,213333,109,,667
M1,2002-07-23,,01,FYDB1,5CADLH,20020723,6,,AC,,5,1180,1635,1635,4450,1700,1460,01,1590,74,4,,,Ford,5D FOCUS STW 1.6-DNW/262,,,FOCUS,05,e13*97/27*0040*10,01,405,165,213071,536,WF0NXXGCDN,668
N1,1998-05-14,,02,,,19980514,9,,,,3,1870,3230,3230,5010,2000,2470,02,1900,68,4,true,,Peugeot,BOXER-232B72-1-FOURGON/320,,,BOXER,05,,02,564,,253315,906,,669
M1,1999-08-17,,01,,5902106305,19990817,8,,AB,,5,1265,1710,1710,4580,1710,1430,01,1840,66,4,,,Mazda,4D HATCHBACK 626-1.8-GF-14P-2E/261,,,626,05,,01,091,,102675,006,JMZGF14P20,670
M1,2006-02-21,,01,RS61,RS6149??,20060221,6,,AA,,5,1530,2000,2000,4600,1800,1430,01,2430,125,5,,,Volvo,4D S60 SEDAN 2.4 AUTOMATIC-RS6149/272,,,S60,05,e9*01/116*0036*12,01,905,226,150312,653,YV1RS61496,671
N1,2009-06-30,,01,,4900121303,20090630,Y,,BA,,2,2090,2805,2805,5230,1850,,02,2480,126,4,true,,Nissan,NAVARA KING CAB PICKUP-2.5DCI-BVND40-4X4/320,,,NAVARA,05,,02,740,264,95451,582,,672
N1,1997-03-07,,01,,,19970307,2,,,,3,1530,2220,2220,4440,1810,1930,02,1900,68,4,true,,Fiat,SCUDO 1.9 TD-220ZE5-VAN/282,,,SCUDO,05,,02,050,,425004,276,,673
MUU,1990-02-09,508,01,,,19890117,6,,,1,5,1190,1660,1565,,1690,,01,1990,,,,,Mercedes-Benz,4DSEDAN 190-201023,,,,05,,01,729,,361959,431,WDB2010231,674
M1,1997-10-27,,01,,,19971027,9,,,1,7,1950,2700,2700,4710,1840,,01,2460,85,,,,Volkswagen,TRANSPORTER 2.5-70X0C-2-KOMBI/292,,,,05,,01,091,,355582,001,WV2ZZZ70ZW,675
M1,1996-08-16,,01,,5249153101,19960816,8,,AA,,5,1270,1730,1730,4480,1710,1430,01,1590,74,4,,,Opel,4D VECTRA 1.6I 16V-GL-B-36/264,,,VECTRA-B,05,,01,020,,407746,378,W0L000036T,676
M1,1993-07-21,,01,,,19930721,5,,,1,5,1020,1555,1555,4270,1690,,01,1330,65,4,,,Toyota,4D COROLLA XLI-EE101L-AEMDKW/247,,,COROLLA,05,,01,398,,194469,156,JT153EEA10,677
M1,2004-09-07,,01,,,20040907,0,5,AB,1,5,1272,1717,1717,4180,1740,1440,01,1590,77,4,false,false,Seat,4D LEON HATCHBACK 1.6-1M/251,,,LEON,05,,01,061,168,231489,304,VSSZZZ1MZ4,678
O1,2007-05-08,13,01,,,20070508,,,,,,120,700,700,5190,1970,,,,,,,,Muuli,V 700 P/408,,,V 700 P,,,,231,,,642,,679
N1,2004-05-17,,01,,,20040517,9,,,,3,1470,2215,2215,4440,1810,1930,02,1990,69,4,true,,Fiat,SCUDO VAN 2.0 JTD-220ZP5CX1/282,,,SCUDO,05,,02,700,,121461,561,,680
M1,1989-06-09,,01,,,19890000,2,,,1,5,1350,1900,1900,,1760,,01,2310,,4,,,Volvo,5D STW 740 GL-745835/2770,,,740,05,,01,285,,384948,486,YV1745835J,681
L3,1983-07-07,108,01,,,19830000,,,,,1,110,,,,820,,01,123,12,1,,,Yamaha,DT125-10V/123,,,,01,,01,286,,,476,,682
MUU,1989-06-01,509,01,,,19890000,,,,,1,3860,8080,,,,,02,4380,,4,,,Ford,7610-FA31-4X4/2250,,,,01,,02,426,,,834,,683
M1,2007-05-22,,01,NA421,ADAAB4A7,20070522,1,,AC,,7,1730,2250,2250,4770,1800,1660,01,2370,121,4,,,Mitsubishi,5D GRANDIS STW 2.4 AUTOMATIC-7-LRNA4W/283,,,GRANDIS,05,e1*01/116*0269*06,01,092,237,224460,016,JMBLRNA4W6,684
M1,2001-05-17,,01,,5313241302,20010517,8,,AB,,5,1393,1845,1845,4620,1770,1480,01,1990,100,4,,,Citroen,4D C5 HATCHBACK 2.0I-DCRFNC/275,,,C5,05,,01,698,197,230001,964,VF7DCRFNC7,685
M1,2004-05-28,,01,ABBCAX01,FM5AF007M4,20040528,5,,AB,,5,1264,1780,1780,4200,1760,1470,01,1390,55,4,,,Volkswagen,4D GOLF HATCHBACK 1.4-1K/258,,,GOLF,05,e1*01/116*0242*04,01,783,166,157492,278,WVWZZZ1KZ4,686
O1,2004-05-21,1,01,,,20040521,,,,,,140,750,750,3850,1650,,,,,,,,Muuli,1250 XI/250,,,,,,,171,,,788,,687
M1,2005-04-07,,01,EX31,31,20050407,6,,AC,,5,1465,1930,1930,4480,1740,1410,01,1790,85,4,,,BMW,5D 316I TOURING-EX31/273,,,316i,05,e1*98/14*0097*15,01,286,177,156172,456,WBAEX31070,688
M1,2008-05-08,,01,F5F,M502,20080508,6,,AC,,5,1535,2030,2030,4670,1800,1530,01,1990,110,4,true,,Saab,5D 9-3 WAGON 2.0-F-55F/268,,,9-3,05,e4*01/116*0065*16,01,609,184,361398,282,YS3FB55F58,689
MA,1996-12-13,107,01,,,19961213,X,,,4,2,290,,,3080,960,1240,01,368,25,2,,,Lynx,FORESTFOX-377-08,,,,01,,01,305,,,939,,690
O4,1988-10-07,12,01,,,19881007,,,,,,7400,36000,36000,12350,2550,,,,,,,,Jyki,,,,,07,,,009,,,852,,691
M1,2001-09-28,,01,,5267095545,20010928,5,,AC,,5,1352,1840,1840,4400,1740,1490,01,1590,77,4,,,Volkswagen,5D GOLF VARIANT 1.6-1J/250,,,GOLF,05,,01,543,168,214732,056,WVWZZZ1JZ2,692
M1,2002-01-03,,01,ZZE123(H),ZZE123L-DHFGFW(1A),20020103,Y,,AB,,5,1295,1655,1655,4180,1710,1480,01,1790,141,4,,,Toyota,4D COROLLA HATCHBACK 1.8-ZZE123L-DHFGFW/260,,,COROLLA,05,e11*98/14*0179*00,01,233,198,158883,623,SB1KY28E60,693
M1,2005-06-30,,01,ZZE120(E),ZZE120L-DEMDKW(1G),20050630,2,,AA,,5,1190,1655,1655,4410,1710,1470,01,1390,71,4,,,Toyota,4D COROLLA SEDAN 1.4-ZZE120L-DEMDKW/260,,,COROLLA,05,e11*01/116*0181*06,01,091,159,137082,009,NMTBM20E90,694
M1,1998-11-03,,01,1,5,19981103,6,,AB,,5,1075,1485,1485,4190,1700,1380,01,1490,84,4,,,Honda,2D CIVIC 1.5I HATCHBACK-EK3/262,,,CIVIC,05,e6*93/81*0007*01,01,420,,158853,791,JHMEK3320W,695
MUU,1982-04-20,13,01,,,19820000,,,,,,180,,650,,2100,,,,,,,,Kärppä,VENE 210/550,,,,,,,174,,,737,,696
L3,1982-06-14,108,01,,,19820000,,,,,1,110,,,,750,,01,123,11,,,,Yamaha,RD 125 LC-10W/123,,,,04,,01,853,,,203,,697
N2,1988-06-02,,02,,,19880602,,,,,2,6700,,11000,7550,2510,,02,5480,112,,true,,Volvo,FL611,,,,06,,02,702,,235250,346,,698
M1,2001-01-17,,01,ZZT220(E),ZZT220L-AEMNKW(2F),20010117,Y,,AA,,5,1275,1730,1730,4520,1710,1430,01,1590,81,4,,,Toyota,4D AVENSIS SEDAN 1.6-ZZT220L-AEMNKW/263,,,AVENSIS,05,e11*96/79*0077*04,01,765,170,161308,886,SB153ZBN00,699
M1,2004-10-11,,01,YB2B,05,20041011,5,,AF,,7,1940,2465,2465,4800,2000,1750,01,2420,108,4,,,Chrysler,5D VOYAGER MPV 2.4 AUTOMATIC-7-YB2B/288,,,VOYAGER,05,e11*98/14*0139*03,01,430,306,208988,322,1C8GYB2B04,700
M1,2006-03-14,,01,ZZT250(L),ZZT250L-ALMNKW(1E),20060314,8,,AB,,5,1340,1820,1820,4630,1760,1480,01,1590,81,4,,,Toyota,4D AVENSIS LIFTBACK 1.6-ZZT250L-ALMNKW/270,,,AVENSIS,05,e11*01/116*0196*04,01,092,172,161032,017,SB1DZ56L40,701
N1,1998-04-30,,01,,,19980430,2,,,,3,1760,2800,2800,5110,1840,,02,2370,,5,,,Volkswagen,TRANSPORTER 2.4D-70X0A-3-KASTEN/332,,,TRANSPORTER,05,,02,609,,160266,283,,702
O1,1979-06-04,1,,,,19790000,,,,,,120,520,520,2900,1480,,,,,,,,Muuli,PV500/1940,,,,,,,729,,,432,,703
L3,2003-09-09,109,01,,,19960304,,,,,2,177,,,,870,,01,640,33,,,,Suzuki,DR650-SP44A/640,,,,02,,01,109,,,131,,704
MA,2006-02-02,107,01,,,20060202,,,,4,1,330,470,,3150,1160,,01,544,41,2,false,false,Polaris,,,,RMK 550,02,,01,980,,,334,,705
T,2000-12-29,75,01,,,20001229,,,,,1,4650,9000,9000,4430,,2830,02,4390,81,4,true,,Valmet,6650-4-4X4/233,,,,02,e17*74/150*97/54*0019*00,02,232,,,619,,706
M1,2001-05-21,,01,ZZT220(E),ZZT220L-AEMNKW(2F),20010521,Y,,AA,,5,1275,1730,1730,4520,1710,1430,01,1590,81,4,,,Toyota,4D AVENSIS SEDAN 1.6-ZZT220L-AEMNKW/263,,,AVENSIS,05,e11*96/79*0077*04,01,626,170,219281,868,SB153ZBN00,707
M1,2006-10-30,,01,2A8HZ*,2A8HZA,20061030,0,,AB,,5,1061,1525,1525,3820,1650,1430,02,1390,50,4,true,,Peugeot,4D 206 HATCHBACK 1.4HDI-2A8HZA/245,,,206,05,e2*01/116*0311*03,02,753,116,224622,011,VF32A8HZA4,708
N1,1996-11-06,,01,,,19961106,2,,,,3,1470,2505,2500,4680,1690,1960,02,2470,51,4,,,Mitsubishi,L300-JZP15V-VAN/2440,,,L300,05,,02,430,,97218,324,,709
O2,1982-03-26,13,01,,,19820000,,,DC,,,290,1100,1030,6080,2050,,,,,,,,Kafi,,,,,08,,,261,,,991,,710
M1,2005-06-23,,01,3E9HX*,3E9HXC,20050623,8,,AC,,5,1393,1920,1920,4420,1760,1530,02,1560,66,4,true,,Peugeot,5D 307 WAGON 1.6HDI-3E9HXC/271,,,307,05,e2*01/116*0301*00,02,853,131,293862,203,VF33E9HXC8,711
M1,2002-07-12,,01,FYDB1,5CADLH,20020712,6,,AC,,5,1180,1635,1635,4450,1700,1460,01,1590,74,4,,,Ford,5D FOCUS STW 1.6-DNW/262,,,FOCUS,05,e13*97/27*0040*10,01,233,165,277876,622,WF0NXXGCDN,712
MUU,,509,01,,,19600000,,,,,1,2274,,,,,,02,3610,,,,,Fordson,MAJOR 1955,,,,,,02,905,,,665,,713
O1,1991-01-29,1,01,,,19910129,,,,,,120,710,710,3150,1650,,,,,,,,Muuli,590S/2130,,,,,,,285,,,487,,714
N3,2006-02-02,,02,,,20020806,,,BD,,2,15400,27000,26000,9250,2550,,02,12130,309,,true,false,Volvo,FH12-FH62RB-L-6X2/490+137,,,,07,,02,698,,716825,961,,715
N2,2002-06-27,,01,,,19980811,,,,,7,2040,3500,3510,5580,1940,,02,2870,75,,true,,Mercedes-Benz,310D-KA,,,,05,,02,734,,364282,248,,716
N1,1999-01-04,,01,,,19990104,5,,,,2,1135,1520,1520,4240,1640,,02,1890,47,,,,Skoda,5D FELICIA COMBI 1.9D LX-EHH653/245,,,,05,,02,781,,356226,197,,717
N1,1986-08-18,,01,,,19860000,9,,,,3,1510,2650,2650,4750,1720,,02,2440,55,4,,,Toyota,HIACE LH61LV-QRBW-VAN/2500,,,HIACE,05,,02,226,,,431,,718
O1,1985-07-31,1,01,,,19850000,,,,,,190,750,750,3500,1610,,,,,,,,Ylö,HESSU 750L/2020+550,,,,,,,593,,,779,,719
M1,1991-10-07,,01,,,19911007,8,,,1,5,940,1400,1315,4310,1690,,01,1490,51,4,,,Honda,4D CIVIC 1.5-ED354/250,,,CIVIC,05,,01,075,,189548,494,JHMED35400,720
O2,2005-11-25,13,01,,,20051125,,,,,,320,1500,1500,4700,1950,,,,,,,,HRP,330R,,,,,,,564,,,906,,721
T,2003-05-28,75,01,,,20030528,2,,,,1,3759,7870,7870,4100,,2640,02,3990,83,4,true,,Massey Ferguson,MF 4365-ABD-24-4X4/235,,,,02,,02,748,,,924,,722
MUU,1983-09-09,13,01,,,19830000,,,,,,220,,750,,2050,,,,,,,,TERVOLAN METAL,PV750/2660,,,,,,,851,,,954,,723
MUU,,509,01,,,19690000,,,,,1,2230,,,,,,02,2680,,,,,Valmet,500/1910,,,,01,,02,174,,,737,,724
L4,1993-10-22,114,01,,,19931022,,,,,1,330,,,,1700,,01,649,,,,,Ural,IMZ-8.103-40/649,,,,01,,01,091,,,009,,725
O1,2003-08-15,13,01,,,20030815,,,,,,170,750,750,5500,2070,1010,,,,,,,Aku,750 VL-2/456,,,750 VL-2/456,,,,895,,,234,,726
MUU,1990-07-13,1,01,,,19900713,,,,,,190,,600,2300,1640,,,,,,,,Omavalmiste,2.30M,,,,,,,418,,,375,,727
MUU,1991-03-22,10,01,,,19910322,,,,,,400,1600,1600,5250,2200,,,,,,,,Jokke,362 M,,,,08,,,734,,,253,,728
M1,2001-04-24,,01,B,B02,20010424,Y,,AA,,5,1525,2035,2035,4920,1780,1440,01,2980,147,6,,,Nissan,4D MAXIMA QX SEDAN 3.0 AUTOMATIC-CCUA33/275,,,MAXIMA QX,05,e1*98/14*0136*00,01,286,252,159409,456,JN1CCUA33U,729
M1,2006-05-18,,01,R00DK0,TEBBA500,20060518,8,,AA,,5,1535,1995,1995,4530,1730,1380,02,2140,90,4,true,,Mercedes-Benz,4D C 200 CDI SEDAN AUTOMATIC-203007/272,,,C 200 CDI,05,e1*98/14*0139*18,02,092,180,398858,014,WDB2030071,730
MUU,1980-06-03,13,01,,,19800000,,,,,,150,,600,,1640,,,,,,,,,PV600/2150-2650,,,,,,,564,,,909,,731
O1,1983-08-08,1,01,,,19830000,,,,,,140,650,650,3300,1580,,,,,,,,Rehi,650/2230,,,,,,,106,,,058,,732
M1,2001-04-06,,01,,5365331508,20010406,6,,AC,,5,1235,1695,1695,4440,1700,1420,01,1590,79,4,,,Renault,5D MEGANE BREAK 1.6 16V-KA0B05/257,,,MEGANE,05,,01,734,170,196996,252,VF1KA0B052,733
M1,2002-03-01,,01,C,B,20020301,2,,AB,,5,1268,1693,1693,4200,1750,1460,01,1580,80,4,,,Peugeot,4D 307 HATCHBACK 1.6I-3CNFUB/261,,,307,05,e2*98/14*0243*01,01,272,169,177730,672,VF33CNFUB8,734
MUU,1986-04-18,509,01,,,19860000,,,,,1,3720,7260,,,,,02,4380,,4,,,Ford,6610-EA31-4X4/2250,,,,01,,02,010,,,611,,735
MUU,1994-01-21,509,01,,,19740000,,,,,1,2590,8500,,,,,02,2690,,,,,Valmet,502-E/2110,,,,01,,02,698,,,976,,736
M1,2004-04-22,,01,D6BA1,5PBAPM,20020730,8,,,1,5,1547,2140,2140,4800,1810,,02,1990,85,,true,,Ford,5D MONDEO STW 2.0TD-BWY/275,,,,05,e1*98/14*0156*05,02,091,159,,006,WF0WXXGBBW,737
M1,2002-06-13,,01,,52492023EC,20020613,Y,,AB,,5,1163,1660,1660,4110,1710,1430,01,1590,62,4,,,Opel,4D ASTRA HATCHBACK 1.6-8V-TGF48/261,,,ASTRA-G-CC,05,,01,578,171,206583,883,W0L0TGF482,738
MUU,1975-07-04,13,01,,,19750000,,,,,,140,,500,,1480,,,,,,,,OMATEKOINEN,1.75M,,,,,,,992,,,444,,739
MUU,,509,01,,,19670000,,,,,1,1640,,,,,,02,2360,,,,,Mc Cormick,B-275 DIESEL/1880,,,,,,02,202,,,206,,740
T,2002-01-03,75,01,,,20020103,,,,,1,4650,9000,9000,4530,,2860,02,4390,74,4,true,,Valtra,6550-4-4X4/233,,,,02,e17*0018*02(74/150*97/54),02,050,,,276,,741
M1,2007-01-08,,01,DN11,11,19990910,0,,,1,5,1685,2150,2150,4780,1800,,01,3490,180,,,,BMW,4D SEDAN 535I-DN11/283,,,535i,05,e1*98/14*0028*11,01,638,,245443,071,WBADN11030,742
M1,2007-09-21,,01,BW56,BW5650??,20070921,0,,AC,,5,1692,2280,2280,4820,1890,1550,01,2520,147,5,true,,Volvo,5D V70 STW 2.5T AUTOMATIC-BW5650/282,,,V70,05,e9*01/116*0065*00,01,232,243,203446,618,YV1BW56508,743
M1,2005-11-30,,01,M111,5121F,20051130,0,,AF,,5,1275,1733,1733,4340,1740,1470,01,1590,77,4,,,Kia,5D CERATO MPV 1.6-FE2422/261,,,CERATO,05,e11*01/116*0228*01,01,538,167,145380,212,KNEFE24226,744
L3e,2007-03-26,109,01,0587,A,20070326,,,,4,2,282,520,520,2360,990,,01,1157,112,4,,,BMW,K 1200 GT-0587A/1157,,6,K 1200 GT,02,e1*2002/24*0217*03,01,500,,,409,,745
MUU,,509,01,,,19690000,,,,,1,2240,,,,,,02,3040,,,,,David-Brown,990AS-SELECTAMATIC/2000,,,,,,02,702,,,357,,746
O1,1988-05-27,1,01,,,19880000,,,,,,140,750,750,4000,1800,,,,,,,,Muuli,75A/2570,,,,,,,859,,,918,,747
N1,1996-02-06,,01,,,19960206,5,4,,1,2,1550,2100,2100,4840,1750,,02,2380,90,,true,,Volvo,5D STW 940 GL-94574/277,2,,,05,,02,857,,,712,,748
MUU,,509,01,,,19610000,,,,,1,2700,,,,,,02,3610,,,,,Fordson,POWER MAJOR 2X4/2020,,,,,,02,494,,,914,,749
MUU,1978-07-14,509,01,,,19780000,,,,,1,2590,8500,,,,,02,2690,,3,,,Valmet,502-E/2110,,,,01,,02,543,,,018,,750
MUU,1987-04-10,13,01,,,19870000,,,,,,160,,650,,1700,,,,,,,,Omavalmiste,2.3/2300,,,,,,,091,,,006,,751
